Incident ID,Date,Governorate,District,Area,Target,Main category,Sub-category,Time,Air Raids,Lat,Lng
1,26/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,2,unkn,15.552727,48.516388
2,26/03/2015,Capital,Bani Al-Harith,Airport,Sana'a International Airport,Infrastructure,Transport,2,unkn,15.552727,48.516388
3,26/03/2015,Capital,Bani Al-Harith,Al-Sonblah Neighbourhood,Residential Area,Civilian,Residential Area,2,unkn,15.552727,48.516388
4,26/03/2015,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,3,unkn,15.552727,48.516388
5,26/03/2015,Capital,Al-Thawrah,Al-Nahdhah,Former 1st Armoured Division,Military_Security_Target,Military Site,3,unkn,35.838063,38.5375358
6,26/03/2015,Sanaa,Sanhan,Raymah Humaid,Raymah Humaid Military Camp,Military_Security_Target,Military Site,4,unkn,15.552727,48.516388
7,26/03/2015,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,4,unkn,15.552727,48.516388
8,26/03/2015,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,4,unkn,15.552727,48.516388
9,26/03/2015,Sanaa,Arhab,Al-Sama'a,Al-Sama'a Military Camp,Military_Security_Target,Military Site,unkn,unkn,15.5975,44.046111
10,26/03/2015,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,16,1,15.552727,48.516388
11,26/03/2015,Sanaa,Sanhan,Raymah Humaid,Raymah Humaid Military Camp,Military_Security_Target,Military Site,16,1,15.552727,48.516388
12,26/03/2015,Sanaa,Arhab,Al-Farijah,Al-Farijah Military Camp,Military_Security_Target,Military Site,21,unkn,15.5975,44.046111
13,26/03/2015,Sanaa,Arhab,Al-Sama'a,Al-Sama'a Military Camp,Military_Security_Target,Military Site,21,unkn,15.5975,44.046111
14,26/03/2015,Sanaa,Hamdan,Dhila'a,Al-Estiqbal Military Camp,Military_Security_Target,Military Site,21,1,15.552727,48.516388
15,26/03/2015,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,21,unkn,15.552727,48.516388
16,26/03/2015,Sanaa,Sanhan,Raymah Humaid,Raymah Humaid Military Camp,Military_Security_Target,Military Site,21,1,15.552727,48.516388
17,26/03/2015,Dhalie,Al-Dhalie,The City,33rd Armoured Brigade ,Military_Security_Target,Military Site,21,unkn,13.7032564,44.7334536
18,26/03/2015,Dhalie,Qatabah,Murays,Al-Sadrayn Military Camp,Military_Security_Target,Military Site,21,unkn,13.8506865,44.7029603
19,26/03/2015,Hajja,Washhah,-,Haqqah School,Educational_Facility,School,unkn,unkn,15.552727,48.516388
20,26/03/2015,Hajja,Washhah,"Samir, Shammakh mountains",Unknown,Unknown,Unknown,unkn,unkn,15.552727,48.516388
21,26/03/2015,Lahj,Tuban,Al-Anad,Al-Anad Airbase,Military_Security_Target,Military Site,3,unkn,13.257131,44.718924
22,26/03/2015,Lahj,Tuban,Al-Anad,Al-Anad Airbase,Military_Security_Target,Military Site,21,3,13.257131,44.718924
23,26/03/2015,Saada,Haydan,Marran,Houses (reportedly belonging to the Houthis leader and his realtives),Political_Tribal,Figure,unkn,2,16.7762818,43.4331702
24,26/03/2015,Saada,Haydan,Maa,Weapons Storage,Military_Security_Target,Weapon storage,unkn,unkn,16.7762818,43.4331702
25,26/03/2015,Saada,Al-Dhaher,Al-Malaheet,Unknown,Unknown,Unknown,unkn,unkn,15.552727,48.516388
26,26/03/2015,Saada,Sa'ada,The City,Sa'ada Airport,Infrastructure,Transport,15,unkn,16.9509413,43.7477743
27,26/03/2015,Saada,Majz,Dhahyan,Unknown,Unknown,Unknown,15,unkn,17.062901,43.59782
28,26/03/2015,Saada,Al-Safra'a,Al-Naqa'ah,Unknown,Unknown,Unknown,15,unkn,15.11806,48.19429
29,26/03/2015,Saada,Kitaf Wa Al-Boqe'e,Beer Zaid,Badw Tents,Civilian,Residential Area,15,unkn,17.037629,44.1221682
30,26/03/2015,Saada,Al-Dhaher,Al-Marwee,Mountain,Unknown,Unknown,15,1,15.552727,48.516388
31,26/03/2015,Taiz,Salah,-,SSF Camp,Military_Security_Target,Military Site,20,unkn,15.552727,48.516388
32,26/03/2015,Taiz,Al-Taiziyah,-,Taiz Airport,Infrastructure,Transport,20,unkn,15.552727,48.516388
33,26/03/2015,Taiz,Al-Taiziyah,Al-Hawban ,Tariq Air Base,Military_Security_Target,Military Site,20,unkn,15.552727,48.516388
34,27/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,unkn,unkn,15.552727,48.516388
35,27/03/2015,Capital,Al-Thawrah,Al-Nahdhah,Former 1st Armoured Division,Military_Security_Target,Military Site,unkn,unkn,35.838063,38.5375358
36,27/03/2015,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,unkn,unkn,15.552727,48.516388
37,27/03/2015,Capital,Ma'ain,Al-Sunainah,Aviation College,Military_Security_Target,Military Site,9,unkn,15.385637,44.1625338
38,27/03/2015,Capital,Bani Al-Harith,Airport,Sana'a International Airport,Infrastructure,Transport,7,unkn,15.552727,48.516388
39,27/03/2015,Capital,Ma'ain,Al-Sunainah,Aviation College,Military_Security_Target,Military Site,20,unkn,15.385637,44.1625338
40,27/03/2015,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,8,unkn,15.552727,48.516388
41,27/03/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,2,2,15.552727,48.516388
42,27/03/2015,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,2,unkn,15.552727,48.516388
43,27/03/2015,Sanaa,Bani Hushaysh,Al-Khorafi,Al-Khorafi Military Camp,Military_Security_Target,Military Site,unkn,unkn,15.552727,48.516388
44,27/03/2015,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,unkn,unkn,15.552727,48.516388
45,27/03/2015,Sanaa,Bani Matar,Al-Nabi Shu'ayb mountain,Radars Centre,Military_Security_Target,Military Site,unkn,unkn,15.552727,48.516388
46,27/03/2015,Sanaa,Arhab,Al-Sama'a,Al-Sama'a Military Camp,Military_Security_Target,Military Site,unkn,unkn,15.5975,44.046111
47,27/03/2015,Sanaa,Sanhan,Raymah Humaid,Raymah Humaid Military Camp,Military_Security_Target,Military Site,unkn,unkn,15.552727,48.516388
48,27/03/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,19,unkn,15.552727,48.516388
49,27/03/2015,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,19,unkn,15.552727,48.516388
50,27/03/2015,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,20,unkn,15.552727,48.516388
51,27/03/2015,Sanaa,Arhab,Al-Sama'a,Al-Sama'a Military Camp,Military_Security_Target,Military Site,8,unkn,15.5975,44.046111
52,27/03/2015,Sanaa,Sanhan,Al-Sawad,48 hospital,Medical_Facility,Hospital,unkn,unkn,15.552727,48.516388
53,27/03/2015,Abyan,Zinjibar,Wadi Hassan ,Military Convoy,Military_Security_Target,Moving Target (weapons/fighters),23,1,13.1350213,45.3886399
54,27/03/2015,Dhalie,Al-Dhalie,The City,Aboud Military Camp,Military_Security_Target,Military Site,unkn,2,13.7032564,44.7334536
55,27/03/2015,Dhalie,Al-Dhalie,Al-Jarba'a,Al-Jarba'a Military Camp,Military_Security_Target,Military Site,unkn,2,13.7032564,44.7334536
56,27/03/2015,Dhalie,Qatabah,Murays,Al-Sadrayn Military Camp,Military_Security_Target,Military Site,unkn,1,13.8506865,44.7029603
57,27/03/2015,Hudaydah,Al-Salif,Al-Salif port,Air Defence Military Camp,Military_Security_Target,Military Site,4,unkn,15.3131439,42.6881045
58,27/03/2015,Hudaydah,Al-Salif,-,Al-Salif port,Infrastructure,Transport,22,1,15.3131439,42.6881045
59,27/03/2015,Marib,Marib,Safer,49 Air Defence Battalion,Military_Security_Target,Military Site,4,unkn,15.4700312,45.3228575
60,27/03/2015,Marib,Majzar,Mas ,Mas Military Camp,Military_Security_Target,Military Site,unkn,2,15.552727,48.516388
61,27/03/2015,Marib,Marib,Safer,Air Defence Military Site located near the Safer Oil Facility,Military_Security_Target,Military Site,unkn,unkn,15.4700312,45.3228575
62,27/03/2015,Saada,Shada'a,-,Unknown,Unknown,Unknown,2,unkn,15.3694451,44.1910066
63,27/03/2015,Saada,Kitaf Wa Al-Boqe'e,-,131st Infantry Brigade,Military_Security_Target,Military Site,4,unkn,17.037629,44.1221682
64,27/03/2015,Saada,Kitaf Wa Al-Boqe'e,Al-Boqe'e,Al-Boqe'e Market,Civilian,Market place,unkn,unkn,17.037629,44.1221682
65,27/03/2015,Saada,Majz,Dhahyan,Unknown,Unknown,Unknown,unkn,unkn,17.062901,43.59782
66,27/03/2015,Saada,Kitaf Wa Al-Boqe'e,Al-Salim,Unknown,Unknown,Unknown,unkn,unkn,17.037629,44.1221682
67,27/03/2015,Saada,Monabbih,Ozlat Al-Maswad,Civilian's house,Civilian,Residential Area,17,unkn,15.552727,48.516388
68,28/03/2015,Capital,Azal,Noqom,Weapons Storage,Military_Security_Target,Weapon storage,3,unkn,15.3567529,44.1748372
69,28/03/2015,Capital,Al-Wahdah,Hadda,Residence of former Presiden Ali Abdullah Saleh,Political_Tribal,Figure,3,unkn,15.3404108,44.1886345
70,28/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,4,unkn,15.552727,48.516388
71,28/03/2015,Capital,Ma'ain,Al-Sunainah,Aviation College,Military_Security_Target,Military Site,unkn,unkn,15.385637,44.1625338
72,28/03/2015,Capital,Al-Thawrah,Al-Nahdhah,Former 1st Armoured Division,Military_Security_Target,Military Site,19,unkn,35.838063,38.5375358
73,28/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,24,unkn,15.552727,48.516388
74,28/03/2015,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,unkn,unkn,15.552727,48.516388
75,28/03/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,2,5,15.552727,48.516388
76,28/03/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,19,unkn,15.552727,48.516388
77,28/03/2015,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,19,unkn,15.552727,48.516388
78,28/03/2015,Sanaa,Arhab,Al-Sama'a,Al-Sama'a Military Camp,Military_Security_Target,Military Site,19,unkn,15.5975,44.046111
79,28/03/2015,Abyan,Khanfir,Shaqrah,115th Infantry Brigade,Military_Security_Target,Military Site,23,unkn,15.552727,48.516388
81,28/03/2015,Amran,Qaflah Odhr,-,Al-Qashlah Military Camp,Military_Security_Target,Military Site,17,3,15.552727,48.516388
82,28/03/2015,Dhamar,Mayfa'at  Ans,Samah,Samah Mlitary Camp,Military_Security_Target,Military Site,1,unkn,14.5298154,44.5878439
83,28/03/2015,Hajja,Abs,-,25th Mechanized Infantry Brigade,Military_Security_Target,Military Site,unkn,unkn,16.0001462,43.1892443
84,28/03/2015,Hudaydah,Al-Durayhimi,Al-Jabbanah,Al-Hudaydah Airport,Infrastructure,Transport,19,unkn,15.552727,48.516388
85,28/03/2015,Hudaydah,Al-Durayhimi,Al-Jabbanah,"Military Airport, Air Defence forces, Radars",Military_Security_Target,Military Site,20,unkn,15.552727,48.516388
86,28/03/2015,Hudaydah,Al-Hudaydah City,Al-Damghah Neighbourhood,Residential Area,Civilian,Residential Area,unkn,unkn,14.7909118,42.9708838
87,28/03/2015,Hudaydah,Bajil,Kilo 7,Coastal Defence Military Camp,Military_Security_Target,Military Site,unkn,unkn,15.0624131,43.2859908
88,28/03/2015,Jawf,Al-Ghayl,-,House (reportedly belonging to an Islah leader Al-Hasan Abkar),Political_Tribal,Figure,unkn,unkn,16.05,43.883333
89,28/03/2015,Marib,Marib,The City,180th Air Defence Military Camp Radars,Military_Security_Target,Military Site,unkn,1,15.4700312,45.3228575
90,28/03/2015,Marib,Marib,Sahn Al-Jin,14th Armoured Brigade,Military_Security_Target,Military Site,17,1,15.4700312,45.3228575
91,28/03/2015,Saada,Sa'ada,Qahzah,Al-Saifi Military Camp,Military_Security_Target,Military Site,unkn,unkn,16.9509413,43.7477743
92,28/03/2015,Saada,Sa'ada,The City,School ,Educational_facility,School,13,unkn,16.9509413,43.7477743
93,28/03/2015,Saada,Sa'ada,The City,Electricity station,Economic_infrastructure,Water & Electricity,13,unkn,16.9509413,43.7477743
94,28/03/2015,Saada,Sa'ada,-,Central jail ,Military_Security_Target,Military Site,16,unkn,16.9509413,43.7477743
95,28/03/2015,Saada,Sa'ada,-,Yemeni Gas Company,Infrastructure,Gov. Compounds,16,unkn,16.9509413,43.7477743
96,28/03/2015,Saada,Al-Dhaher,Al-Malaheet,105th Infantry Brigade (Al-Kamb Military Camp),Military_Security_Target,Military Site,unkn,unkn,15.552727,48.516388
97,28/03/2015,Saada,Sa'ada,Qahzah,Al-Saifi Military Camp,Military_Security_Target,Military Site,unkn,unkn,16.9509413,43.7477743
98,28/03/2015,Saada,Saqain,Al-Sha'af,Unknown,Unknown,Unknown,unkn,3,15.552727,48.516388
99,28/03/2015,Saada,Sa'ada,Kahlan,Kahlan Military Camp,Military_Security_Target,Military Site,23,8,16.9509413,43.7477743
100,28/03/2015,Saada,Sa'ada,-,1st Artillery Brigade,Military_Security_Target,Military Site,24,unkn,16.9509413,43.7477743
101,29/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,1,unkn,15.552727,48.516388
102,29/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Sana'a International Airport,Infrastructure,Transport,unkn,unkn,15.552727,48.516388
103,29/03/2015,Capital,Ma'ain,Al-Nahdhah,Former 1st Armoured Division,Military_Security_Target,Military Site,20,unkn,15.385637,44.1625338
104,29/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,20,unkn,15.552727,48.516388
105,29/03/2015,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,20,unkn,15.552727,48.516388
106,29/03/2015,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,21,unkn,15.552727,48.516388
107,29/03/2015,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,21,unkn,15.552727,48.516388
108,29/03/2015,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,20,unkn,15.552727,48.516388
109,29/03/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,20,unkn,15.552727,48.516388
110,29/03/2015,Sanaa,Bani Hushaysh,Al-Khorafi,Al-Khorafi Military Camp,Military_Security_Target,Military Site,20,unkn,15.552727,48.516388
111,29/03/2015,Bayda,No'man,Aqabat Al-Sahah,Pro-Houthi forces,Military_Security_Target,Forces,16,1,15.3513727,44.2042074
112,29/03/2015,Dhamar,Ans,Al-Qarn,Pro-Houthi forces training camps,Military_Security_Target,Military Site,22,unkn,15.552727,48.516388
113,29/03/2015,Hudaydah,Al-Durayhimi,Al-Jabbanah,Air Defence Military Camp,Military_Security_Target,Military Site,1,unkn,15.552727,48.516388
114,29/03/2015,Hudaydah,Al-Mina,Al-Katheeb,Air Defence Battalion,Military_Security_Target,Military Site,unkn,unkn,15.552727,48.516388
115,29/03/2015,Hudaydah,Al-Mina,-,Naval Collage,Military_Security_Target,Military Site,21,unkn,15.552727,48.516388
116,29/03/2015,Hudaydah,Al-Mina,Al-Katheeb,Radar station,Military_Security_Target,Military Site,21,unkn,15.552727,48.516388
117,29/03/2015,Hudaydah,Al-Durayhimi,Al-Jabbanah,Air Defence Military Camp,Military_Security_Target,Military Site,21,1,15.552727,48.516388
118,29/03/2015,Jawf,Khab Wa Al-Sha'af,Habash Mountain,Telecommunications Towers,Infrastructure,Communication,unkn,unkn,15.552727,48.516388
119,29/03/2015,Marib,Marib,East of Marib City,Military Sites,Military_Security_Target,Military Site,unkn,unkn,15.4700312,45.3228575
120,29/03/2015,Marib,Marib,Sahn Al-Jin,Detecting Radars,Military_Security_Target,Military Site,21,1,15.4700312,45.3228575
121,29/03/2015,Marib,Marib,Third Military  region HQ,Air Defence Battalion,Military_Security_Target,Military Site,21,1,15.4700312,45.3228575
122,29/03/2015,Saada,Baqim,"Ma'ali, Mara'a, Abwab Al-Hadeed",Unknown,Civilian,Residential Area,unkn,unkn,17.4414109,43.4644802
123,29/03/2015,Saada,Sihar,Al-Mahadher,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,15.552727,48.516388
124,29/03/2015,Saada,Razih,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,15.552727,48.516388
125,29/03/2015,Saada,Saqain,"Qarhid, Khamees Al-Mihwar",Unknown,Civilian,Residential Area,unkn,unkn,15.552727,48.516388
126,29/03/2015,Saada,Sa'ada,The City,Sa'ada Airport,Infrastructure,Transport,18,unkn,16.9509413,43.7477743
127,29/03/2015,Saada,Sa'ada,The City,Cultural Centre,Infrastructure,Gov. Compounds,unkn,3,16.9509413,43.7477743
128,29/03/2015,Saada,Sa'ada,The City,Al-Ibbi House,Civilian,Residential Area,unkn,unkn,16.9509413,43.7477743
129,29/03/2015,Saada,Haydan,-,Unknown,Unknown,Unknown,18,unkn,16.7762818,43.4331702
130,29/03/2015,Shabwa,Bayhan,Aqabat Al-Qandha'a,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,14.7976183,45.7189412
131,29/03/2015,Taiz,Sabir Al-Mawadim,Al-Aroos Mountain,Al-Arous Military Camp,Military_Security_Target,Military Site,unkn,1,15.552727,48.516388
132,29/03/2015,Taiz,Al-Mukha,Al-Mukha Port,Air Defence Military Sites,Military_Security_Target,Military Site,20,1,13.3203021,43.2473146
133,30/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,unkn,unkn,15.552727,48.516388
134,30/03/2015,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,10,unkn,15.552727,48.516388
135,30/03/2015,Capital,Al-Wahdah,60m Road,Military supplies camp,Military_Security_Target,Military Site,16,unkn,15.3404108,44.1886345
136,30/03/2015,Capital,Al-Wahdah,60m Road,YEC Storage units,Economic_infrastructure,Food (Storage/transportation),16,unkn,15.3404108,44.1886345
137,30/03/2015,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,unkn,1,15.552727,48.516388
138,30/03/2015,Sanaa,Bani Hushaysh,Al-Jamimah,Al-Jamimah Military Camp,Military_Security_Target,Military Site,10,1,15.552727,48.516388
139,30/03/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,16,unkn,15.552727,48.516388
140,30/03/2015,Sanaa,Bani Matar,Ayban Mountain,Air Defence Batteries,Military_Security_Target,Military Site,16,unkn,15.552727,48.516388
141,30/03/2015,Sanaa,Bani Hushaysh,Al-Khorafi,Al-Khorafi Military Camp,Military_Security_Target,Military Site,16,unkn,15.552727,48.516388
142,30/03/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,20,unkn,15.552727,48.516388
145,30/03/2015,Abyan,Khanfir,Al-Kod,Civilians Gathering,Civilian,Social gathering,unkn,unkn,15.552727,48.516388
146,30/03/2015,Aden,Khor Maksar,Al-Alam Checkpoint,Pro-Houthi reinforcement,Military_Security_Target,Moving Target (weapons/fighters),14,1,12.8104929,45.0326508
147,30/03/2015,Aden,Khor Maksar,Al-Areesh,Bus (with civilians onboard),Civilian,Vehicle/Bus,unkn,1,12.8104929,45.0326508
148,30/03/2015,Aden,Khor Maksar,-,Aden Airport,Infrastructure,Transport,20,1,12.8104929,45.0326508
149,30/03/2015,Aden,Khor Maksar,Near President Hadi House,Residential Area,Civilian,Residential Area,unkn,unkn,12.8104929,45.0326508
150,30/03/2015,Aden,Khor Maksar,-,39th Armoured Brigade,Military_Security_Target,Military Site,unkn,1,12.8104929,45.0326508
151,30/03/2015,Aden,Al-Mualla,-,Aden Port,Infrastructure,Transport,unkn,2,12.786872,45.004663
152,30/03/2015,Hajja,Harad,Al-Mazraq,IDPs Camp,Civilian,Residential Area,1,4,16.4036677,43.0631953
153,30/03/2015,Ibb,Yarim,Bab Al-Dhawrain,4 Houses,Civilian,Residential Area,unkn,unkn,14.2964678,44.3756667
154,30/03/2015,Ibb,Yarim,Bab Al-Dhawrain,2 Gas stations,Economic_infrastructure,Oil & Gas,unkn,unkn,14.2964678,44.3756667
155,30/03/2015,Lahj,Tuban,Al-Husayni,Pro-Houthi forces,Military_Security_Target,Forces,21,3,13.257131,44.718924
156,30/03/2015,Lahj,Al-Musaymir,-,Al-Wataniyah Cement Factory,Infrastructure,Factory,23,unkn,13.4385,44.6110309
157,30/03/2015,Shabwa,Bayhan,Outskirts of the city,Anti-Houthi Groups,Military_Security_Target,Forces,unkn,1,14.7976183,45.7189412
158,30/03/2015,Saada,Shada'a,Al-Mashnaq,Residential Area,Civilian,Residential Area,unkn,unkn,15.3694451,44.1910066
159,30/03/2015,Saada,Sa'ada,The City,Local Airport,Infrastructure,Transport,unkn,unkn,16.9509413,43.7477743
160,30/03/2015,Saada,Sa'ada,Qahzah,Electricity Station,Economic_infrastructure,Water & Electricity,unkn,1,16.9509413,43.7477743
161,30/03/2015,Saada,Kitaf Wa Al-Boqe'e,Marar,Unknown,Unknown,Unknown,unkn,1,17.037629,44.1221682
162,30/03/2015,Taiz,Mawyah,Awman Mountain,Air Defence Military Site (Missiles Battalion),Military_Security_Target,Military Site,20,4,15.552727,48.516388
163,30/03/2015,Taiz,Al-Taiziyah,Al-Hawban ,Tariq Air Base,Military_Security_Target,Military Site,20,unkn,15.552727,48.516388
164,30/03/2015,Taiz,Al-Taiziyah,-,Taiz Airport,Infrastructure,Transport,unkn,1,15.552727,48.516388
165,30/03/2015,Taiz,Sabir Al-Mawadim,Al-Aroos Mountain,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,15.552727,48.516388
166,31/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Sana'a International Airport,Infrastructure,Transport,1,2,15.552727,48.516388
167,31/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,1,unkn,15.552727,48.516388
168,31/03/2015,Capital,Al-Thawrah,Al-Nahdhdah,Former 1st Armoured Division,Military_Security_Target,Military Site,1,unkn,35.838063,38.5375358
169,31/03/2015,Capital,Al-Sab'ein,Al-Nahdain,3rd Armoured Presdintial Guards,Military_Security_Target,Military Site,1,unkn,15.552727,48.516388
170,31/03/2015,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,21,unkn,15.552727,48.516388
171,31/03/2015,Capital,Azal,Noqom Mountain,Weapons Storage,Military_Security_Target,Weapon storage,21,unkn,15.3567529,44.1748372
172,31/03/2015,Sanaa,Arhab,Al-Sama'a,Al-Sama'a Military Camp,Military_Security_Target,Military Site,2,3,15.5975,44.046111
173,31/03/2015,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,19,unkn,15.552727,48.516388
174,31/03/2015,Dhalie,Al-Dhalie,The City,33rd Armoured Brigade ,Military_Security_Target,Military Site,10,5,13.7032564,44.7334536
175,31/03/2015,Dhalie,Al-Dhalie,-,Al-Jarba'a Military Camp,Military_Security_Target,Military Site,10,unkn,13.7032564,44.7334536
176,31/03/2015,Dhalie,Al-Dhalie,-,Al-Jarba'a Military Camp,Military_Security_Target,Military Site,19,unkn,13.7032564,44.7334536
177,31/03/2015,Hajja,Harad,-,2nd Border Guards Brigade,Military_Security_Target,Military Site,3,unkn,16.4036677,43.0631953
178,31/03/2015,Hajja,Harad,-,DHL Mails Bus,Infrastructure,Transport,unkn,1,16.4036677,43.0631953
179,31/03/2015,Hajja,Harad,-,Harad Customs,Infrastructure,Gov. Compounds,19,1,16.4036677,43.0631953
180,31/03/2015,Hajja,Harad,-,Al-Twal Crossing-Border,Infrastructure,Transport,20,unkn,16.4036677,43.0631953
181,31/03/2015,Hajja,Midi,-,Midi Port,Infrastructure,Transport,22,unkn,16.3197605,42.8125942
182,31/03/2015,Hudaydah,Al-Durayhimi,Al-Jabbanah,Al-Hudaydah Airport,Military_Security_Target,Military Site,1,1,15.552727,48.516388
185,31/03/2015,Hudaydah,Al-Hali,Kilo 16,Yamani Dairy Factory,Economic_infrastructure,Private factory,23,4,14.8028907,42.943486
187,31/03/2015,Hudaydah,Bajil,-,Coastal Defence Military Camp,Military_Security_Target,Military Site,24,unkn,15.0624131,43.2859908
188,31/03/2015,Hudaydah,Al-Hali,Jaizan Road,The Traffiq Police,Military_Security_Target,Military Site,24,unkn,14.8028907,42.943486
189,31/03/2015,Ibb,Yarim,Kitab,Thawabah and Al-Qadiri Fuel Stations and Two Oil Trucks,Economic_infrastructure,Oil & Gas,3,8,14.2964678,44.3756667
190,31/03/2015,Ibb,Yarim,Al-Dhawrain,Al-Dhawrain Checkpoint,Military_Security_Target,Checkpoints,3,unkn,14.2964678,44.3756667
191,31/03/2015,Ibb,Yarim,The City,55th Artillery Brigade,Military_Security_Target,Military Site,22,unkn,14.2964678,44.3756667
192,31/03/2015,Marib,Marib,Sahn Al-Jin,Missiles Battalion,Military_Security_Target,Military Site,20,2,15.4700312,45.3228575
193,31/03/2015,Marib,Marib,-,Military forces (Protection Oil pipeline),Military_Security_Target,Military Site,unkn,unkn,15.4700312,45.3228575
194,31/03/2015,Saada,Kitaf Wa Al-Boqe'e,-,131st Infantry Brigade,Military_Security_Target,Military Site,unkn,4,17.037629,44.1221682
195,31/03/2015,Saada,Shada'a,Al-Mothalath,Governmental Compound,Infrastructure,Gov. Compounds,12,4,15.3694451,44.1910066
196,31/03/2015,Saada,Shada'a,Al-Mothalath,Security HQ,Military_Security_Target,Military Site,12,4,15.3694451,44.1910066
197,31/03/2015,Saada,Al-Dhaher,"Al-Hassamah, Wadi Layh",Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,15.552727,48.516388
198,31/03/2015,Saada,Razih,Aqabat Bisbas,Pro-Houthi forces,Military_Security_Target,Forces,unkn,3,15.552727,48.516388
199,31/03/2015,Saada,Haydan,Marran,Unknown,Unknown,Unknown,unkn,unkn,16.7762818,43.4331702
200,31/03/2015,Saada,Shada'a,-,Unknown,Unknown,Unknown,21,12,15.3694451,44.1910066
201,31/03/2015,Shabwa,Bayhan,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,14.7976183,45.7189412
202,31/03/2015,Taiz,Al-Mukha,-,Air Defence Military Sites,Military_Security_Target,Military Site,2,unkn,13.3203021,43.2473146
203,1/4/15,Capital,Ma'ain,Madhbah,Al-Sha'ab Stadium,Infrastructure,Sport Facility,1,unkn,15.385637,44.1625338
204,1/4/15,Capital,Azal,Noqom Mountain,Military Site,Military_Security_Target,Military Site,20,unkn,15.3567529,44.1748372
205,1/4/15,Capital,Al-Thawrah,Al-Hasabah,Maintenance Military Unit,Military_Security_Target,Military Site,20,unkn,35.838063,38.5375358
